DATE,BAMLCC0A0CMTRIV
12/20/2022,3013.52
12/21/2022,3018.55
12/22/2022,3018.46
12/23/2022,3006.03
12/26/2022,.
12/27/2022,2987.49
12/28/2022,2981.16
12/29/2022,2991.15
12/30/2022,2987.87
12/31/2022,2987.97
1/2/2023,.
1/3/2023,2996.21
1/4/2023,3013.22
1/5/2023,3012.36
1/6/2023,3042.94
1/9/2023,3056.82
1/10/2023,3044.69
1/11/2023,3066.8
1/12/2023,3092.77
1/13/2023,3083.74
1/16/2023,3084.77
1/17/2023,3083.75
1/18/2023,3116.38
1/19/2023,3106.46
1/20/2023,3089.07
1/23/2023,3085.47
1/24/2023,3100.61
1/25/2023,3103.07
1/26/2023,3100.4
1/27/2023,3097.86
1/30/2023,3091.22
1/31/2023,3104.17
2/1/2023,3124
2/2/2023,3133.04
2/3/2023,3108.32
2/6/2023,3090.5
2/7/2023,3081.9
2/8/2023,3087.82
2/9/2023,3074.37
2/10/2023,3056
2/13/2023,3061.59
2/14/2023,3053.51
2/15/2023,3046.05
2/16/2023,3032.22
2/17/2023,3035.77
2/20/2023,3036.82
2/21/2023,3008.1
2/22/2023,3013.93
2/23/2023,3023.87
2/24/2023,3007.26
2/27/2023,3012.55
2/28/2023,3013.75
3/1/2023,2997.98
3/2/2023,2990.74
3/3/2023,3016.66
3/6/2023,3015.44
3/7/2023,3012.37
3/8/2023,3006.63
3/9/2023,3013.1
3/10/2023,3044.37
3/13/2023,3051.03
3/14/2023,3032.7
3/15/2023,3047.45
3/16/2023,3035.73
3/17/2023,3061.94
3/20/2023,3052.15
3/21/2023,3050.45
3/22/2023,3081.08
3/23/2023,3087.49
3/24/2023,3085.25
3/27/2023,3063.45
3/28/2023,3059.71
3/29/2023,3061.73
3/30/2023,3071.7
3/31/2023,3090.99
4/3/2023,3104.66
4/4/2023,3117.23
4/5/2023,3123.46
4/6/2023,3125.44
4/7/2023,.
4/10/2023,3104.31
4/11/2023,3108.1
4/12/2023,3113.14
4/13/2023,3106.99
4/14/2023,3096.61
4/17/2023,3084.76
4/18/2023,3091.29
4/19/2023,3086.52
4/20/2023,3095.42
4/21/2023,3090.53
4/24/2023,3104
4/25/2023,3125.01
4/26/2023,3111.88
4/27/2023,3098.98
4/28/2023,3116.49
4/30/2023,3117.2
5/1/2023,3084.14
5/2/2023,3109.54
5/3/2023,3122.11
5/4/2023,3109.07
5/5/2023,3101.71
5/8/2023,3084.78
5/9/2023,3081.05
5/10/2023,3099.3
5/11/2023,3109.1
5/12/2023,3097.14
5/15/2023,3086.73
5/16/2023,3077.55
5/17/2023,3071.25
5/18/2023,3059.07
5/19/2023,3053.9
5/22/2023,3052.98
5/23/2023,3056.85
5/24/2023,3049.25
5/25/2023,3040.46
5/26/2023,3041.02
5/29/2023,3042.1
5/30/2023,3067.69
5/31/2023,3075.79
6/1/2023,3083.44
6/2/2023,3071.31
6/5/2023,3072.6
6/6/2023,3075.19
6/7/2023,3058.15
6/8/2023,3071.34
6/9/2023,3064.98
6/12/2023,3069.63
6/13/2023,3058.05
6/14/2023,3064.2
6/15/2023,3080.96
6/16/2023,3077.44
6/19/2023,3078.53
6/20/2023,3087.09
6/21/2023,3089.52
6/22/2023,3075.05
6/23/2023,3083.92
6/26/2023,3089.08
6/27/2023,3082.8
6/28/2023,3091.97
6/29/2023,3071.31
6/30/2023,3084.54
7/3/2023,3079.05
7/4/2023,3079.41
7/5/2023,3069.32
7/6/2023,3047.33
7/7/2023,3045.11
7/10/2023,3054.04
7/11/2023,3061.84
7/12/2023,3086.93
7/13/2023,3106.72
7/14/2023,3094.55
7/17/2023,3095.19
7/18/2023,3100.71
7/19/2023,3113.73
7/20/2023,3095.36
